_id,old_id,createdAt,email,fax,headquarter.country,headquarter.city,headquarter.zipCode,headquarter.address,isCharity,isLegacyData,logo,logoCropData.scd.left,logoCropData.scd.top,logoCropData.scd.width,logoCropData.scd.height,logoCropData.scd.naturalWidth,logoCropData.scd.naturalHeight,logoCropData.sd.x,logoCropData.sd.y,logoCropData.sd.width,logoCropData.sd.height,logoCropData.sd.rotate,logoCropData.sd.scaleX,logoCropData.sd.scaleY,marketplaces[0],name,paymentDetails.notifyEmail,paymentDetails.currency,phone,settlingDetails.amountThreshold,settlingDetails.transactionFee,settlingDetails.transactionFeeValue,settlingDetails.periodType,settlingDetails.settlingType,settlingDetails.startProportion,settlingDetails.finishProportion,settlingDetails.pifProportion,settlingDetails.fixedFee,status,updatedAt,vat,website
64c93aa25c8dd4f51ba6ab70,1014,2023-08-01T17:02:22.754Z,olaoluabel11@gmail.com,,Nigeria,Ibadan,100218,"Hastrop lodge, Faith Foundation, Oluyole Estate, Ibadan.",false,true,logo_1678223146.png,218.68530097478,50.099757418054,163.57100691928,163.77624030312,797,798,-5.0072597609743,7.5908054678264,2001.0619329973,2001.0619329973,0,1,1,ng,Packaging Place NG,true,NGN,08132857127,0,0,0,daily,1,50,40,10,0,not-verified,2023-08-01T17:02:22.754Z,344246,
64c93aa25c8dd4f51ba6ab6f,1011,2023-08-01T17:02:22.754Z,balogunracheal9@gmail.com,,Nigeria,"Lugbe, Abuja",100218,"Zone 6, Lugbe ,Abuja",false,true,logo_1678514285.jpeg,216.89021581548,49.314653877632,84.006772539129,84.006772539129,1024,1024,5.943136033604,25.148437887208,5010.1526895341,5010.1526895341,0,1,1,ng,The Fabric Place,true,NGN,09037532427,0,0,0,daily,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,655213,
64c93aa25c8dd4f51ba6ab6d,1008,2023-08-01T17:02:22.754Z,dadaoluwatobi3@gmail.com,,Nigeria,"Iju Ajuwon, Lagos",100218,"13 Tetede Street, Iju Ajuwon",false,true,logo_1678222737.png,218.68530097478,50.099757418054,163.57100691928,163.77624030312,797,798,-5.0072597609743,7.5908054678264,2001.0619329973,2001.0619329973,0,1,1,ng,Luxurious Goodies,true,NGN,08163620350,0,0,0,daily,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,209912,
64c93aa25c8dd4f51ba6ab6c,1005,2023-08-01T17:02:22.754Z,yummyteefoods@gmail.com,,Nigeria,"Ibadan, Oyo",100218,"No 67, Saalawu Street Old Ife Road, Ibadan",false,true,logo_1678409763.png,219.04384047039,53.236398436316,84.006772539129,84.006772539129,1313,1313,-26.040043647714,-29.049665391509,6424.1508607015,6424.1508607015,0,1,1,ng,YummyTee Foods,true,NGN,08168841989,0,0,0,daily,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,3155348,
64c93aa25c8dd4f51ba6ab6b,1002,2023-08-01T17:02:22.754Z,innocentialoluwaferanmi@gmail.com,,Nigeria,"Oyo Town, Oyo",100218,"No 68, Opposite Daslat hotel Agodongbo Phase 2 Oyo",false,true,logo_1678297805.jpeg,220.35793359006,57.37380398003,77.240458612377,76.36979321739,1242,1228,-47.919876569133,-96.414034833346,6609.0959502175,6609.0959502175,0,1,1,ng,O’cent cakes,true,NGN,09160902538,0,0,0,daily,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,3710170,
64c93aa25c8dd4f51ba6ab6a,999,2023-08-01T17:02:22.754Z,olatundunsikemi@gmail.com,,Nigeria,Ilorin,240282,"Tanke, Kwara State",false,true,logo_1678223688.jpeg,246.04009170303,63.621287885781,105.10319808892,135.29374724199,839,1080,137.27817856586,268.34342351697,2548.8808830107,2548.8808830107,0,1,1,ng,CHEF SHE,true,NGN,09012723470,0,0,0,weekly,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,340001,
64c93aa25c8dd4f51ba6ab68,996,2023-08-01T17:02:22.754Z,bellomunirat2009@gmail.com,,Nigeria,"Ilorin, Kwara",0000,"SHOP 21, ILORIN SOLIDARITY SHOPPING COMPLEX, MANDATE MARKET ,  WESTERN RESERVOIR",false,true,logo_1677932077.jpeg,219.07907159165,51.873257409416,39.42576181422,39.206729804141,720,716,-30.66349235512,-8.6427076890737,7509.4046728912,7509.4046728912,0,1,1,ng,WAMOK Pharmacy,true,NGN,08034639264,0,0,0,daily,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,000,
64c93aa25c8dd4f51ba6ab66,990,2023-08-01T17:02:22.754Z,mushmeal@gmail.com,,Nigeria,"Surulere, Lagos",100218,"No. 53, Cole Street, Off Lawanson Road, Surulere, Lagos",false,true,logo_1676509704.jpg,205.80907533138,39.600711832601,122.99431567454,122.99431567454,1201,1201,112.9646669345,114.99926959612,4013.5000411746,4013.5000411746,0,1,1,ng,Mush Meal Kitchen,true,NGN,07053966641,20000,0,0,weekly,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,3634241,
64c93aa25c8dd4f51ba6ab60,984,2023-08-01T17:02:22.754Z,hello@dreamcatchersacademy.org,,Nigeria,Lagos,0000,"9, mukaila kuti street Ewu-Elepe, Ikorodu, Lagos",true,true,logo_1676043467.jpg,216.74508064241,51.79517904972,43.127402784555,43.127402784555,1024,1024,15.550146284541,-9.3829751106232,9763.3702197062,9763.3702197062,0,1,1,ng,Dream Catchers Academy,true,NGN,0818 525 1889,0,0,0,weekly,1,50,44,6,0,active,2023-08-01T17:02:22.754Z,013,https://dreamcatchersacademy.org/
64c93aa25c8dd4f51ba6ab47,921,2023-08-01T17:02:22.754Z,eugochu8@gmail.com,,Nigeria,Anambra,005,Emmanuel lodge coou uli Anambra state,false,true,logo_1674574025.jpg,218.82016597256,54.142179624441,47.301022408867,47.440143063011,1020,1023,-17.622834501544,-46.130757929982,8841.1200498049,8841.1200498049,0,1,1,ng,Hush Foods,true,NGN,09138047592,0,0,0,daily,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,013,
64c93aa25c8dd4f51ba6ab44,918,2023-08-01T17:02:22.754Z,maks@pif-app.com,,Nigeria,Lagos,100223,Main Street 2,false,true,logo_1673344251.png,221.15207255847,64.041003832882,148.89017347681,148.89017347681,1024,1024,-25.798707773481,-86.932800188368,2828.1005788308,2828.1005788308,0,1,1,ng,Toby's Pharmacy,true,NGN,+234 894250234,0,0,0,monthly,1,0,0,100,0,active,2023-08-01T17:02:22.754Z,321498453,
64c93aa25c8dd4f51ba6ab43,915,2023-08-01T17:02:22.754Z,maks@pif-app.com,,Nigeria,Lagos,100223,Main Street 1,false,true,logo_1673270389.png,241.99390439619,75.993896766798,135.35470316074,135.35470316074,225,225,-40.880885628127,-40.880872945792,683.54970044983,683.54970044983,0,1,1,ng,Coca-Cola,true,NGN,+234 894250234,0,0,0,monthly,1,0,0,100,0,inactive,2023-08-01T17:02:22.754Z,0987654321,
64c93aa25c8dd4f51ba6ab3d,906,2023-08-01T17:02:22.754Z,trippleoevents@gmail.com,,Nigeria,"Surulere, Lagos",1234,"14 Aleje, Off Cole street, Ikate Surulere",false,true,logo_1671552577.jpg,223.22559998034,58.611229845073,43.127402784555,43.127402784555,1024,1024,-138.32074260702,-171.22059026469,9763.3702197061,9763.3702197061,0,1,1,ng,Triple O Events & Catering,true,NGN,08065741812,0,0,0,daily,1,50,45,5,0,active,2023-08-01T17:02:22.754Z,000,
64c93aa25c8dd4f51ba6ab1b,810,2023-08-01T17:02:22.754Z,itunu777.ij@gmail.com,,Nigeria,"Ajah, Lagos",0000,"13 Gbolahon Ajayi, Ajah",false,true,logo_1669921439.png,209.067597281,52.312586800685,35.642481640128,35.642481640128,1024,1024,239.38794358961,-26.218401213955,11813.677965844,11813.677965844,0,1,1,ng,Exotique Drinks,true,NGN,08138547617,0,0,0,daily,1,50,50,0,0,active,2023-08-01T17:02:22.754Z,001,
64c93aa25c8dd4f51ba6ab10,798,2023-08-01T17:02:22.754Z,oluchimary510@gmail.com,,Nigeria,"Port Harcourt, RIvers",0000,"No:3 Odikagbo Lane off market Road Rumuomasi,by shall back gate. Rumuomasi,Port harcourt",false,true,logo_1668695866.jpeg,223.14369810705,56.751225790626,19.735505743265,20.119251688273,720,734,-66.477343755001,-52.158984169931,14715.457840441,14715.457840441,0,1,1,ng,Feluch Collection,true,NGN,09070573313,0,0,0,daily,1,50,45,5,0,active,2023-08-01T17:02:22.754Z,0000,
64c93aa25c8dd4f51ba6ab0e,795,2023-08-01T17:02:22.754Z,ogaducemindset@gmail.com,,Nigeria,"Surulere, Lagos",0000,"9 Olamojuba street, Surulere",false,true,logo_1668692913.jpeg,218.42966278254,53.300677272647,16.830750669735,16.62748073411,828,818,-50.65494704718,-93.505085580143,20229.258140711,20229.258140711,0,1,1,ng,Quantel Media,true,NGN,+2347037779262,0,0,0,daily,1,50,45,5,0,active,2023-08-01T17:02:22.754Z,0000,
64c93aa25c8dd4f51ba6ab0d,792,2023-08-01T17:02:22.754Z,bookings@brandrevie.com,,Nigeria,Lagos,0000,"Lagos, Nigeria",false,true,logo_1668595995.jpeg,217.96732961454,50.215258244154,39.206729804141,39.206729804141,828,828,-11.981333898283,25.020351830944,8684.0601524496,8684.0601524496,0,1,1,ng,Brand Revie,true,NGN,08171021816,0,0,0,weekly,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,001,
64c93aa25c8dd4f51ba6ab0c,744,2023-08-01T17:02:22.754Z,irandasmobilespa@gmail.com,,Nigeria,"Lekki, Lagos",0000,"Alexandra Courts, 21 Castle Rock Avenue, Osapa London, Lekki",false,true,logo_1667562827.png,198.25804603604,38.873641126776,110.85091199453,101.64819477235,1060,972,182.83039369847,119.56947261084,3930.3560936105,3930.3560936105,0,1,1,ng,Iranda's Place Mobile Spa & Beauty,true,NGN,08186388271,0,0,0,weekly,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,012,
64c93aa25c8dd4f51ba6ab0a,741,2023-08-01T17:02:22.754Z,berrybeautyspa@gmail.com,,Nigeria,"Ikeja, Lagos",0000,9 fadeyi Aladura street off Allen ikeja lagos Nigeria,false,true,logo_1667474359.jpeg,217.4301025382,49.306843978225,29.4565963968,29.4565963968,1080,1080,-1.1036828838091,76.743710409221,15076.283560318,15076.283560318,0,1,1,ng,Berry's Beauty & Spa (BBS),true,NGN,08160596301,0,0,0,weekly,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,011,
64c93aa25c8dd4f51ba6ab09,735,2023-08-01T17:02:22.754Z,emmangirika@theloveportion.com,,Nigeria,"Victoria Island, Lagos",0000,"273b Kofo Abayomi Street, VI, Lagos",false,true,logo_1666539624.png,218.73967897175,51.750347918265,51.440777653087,32.241050782569,284,178,-7.3962495385267,-1.9342399809386,2270.198961368,2270.198961368,0,1,1,ng,CCX Lounge Lagos,true,NGN,08035430661,0,0,0,weekly,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,010,
64c93aa25c8dd4f51ba6ab08,732,2023-08-01T17:02:22.754Z,info@funktrunk.ng,,Nigeria,"Lekki, Lagos",0000,"19A Caroline Atouna Street, Off Bisola Durosimi-Etti Drive, Lekki Phase 1, Lagos",false,true,logo_1666349759.jpeg,245.42405265912,79.834014052135,70.984013143451,37.148300211739,1200,628,8.113612960893,1.1831274919402,5987.6918925542,5987.6918925542,0,1,1,ng,FunkTrunk.Ng,true,NGN,09139129999,0,0,0,weekly,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,010,www.funktrunk.ng
64c93aa25c8dd4f51ba6ab04,729,2023-08-01T17:02:22.754Z,lawalttope53@gmail.com,,Nigeria,"Victoria Island, Lagos",0000,"16 Eletu Ogabi Street, Victoria Island, Lagos, Nigeria",false,true,logo_1670236268.jpg,253.34379428159,90.368787786387,92.447418013336,92.447418013336,1024,1024,-398.13383797309,-431.64038056211,4554.6842632128,4554.6842632128,0,1,1,ng,Johnny Rockets,true,NGN,08175881155,0,0,0,weekly,1,50,42,8,0,active,2023-08-01T17:02:22.754Z,009,
64c93aa25c8dd4f51ba6ab01,726,2023-08-01T17:02:22.754Z,arafatajala@gmail.com,,Nigeria,"Shagam, Ogun",0000,"Shagam, Ogun State",false,true,logo_1670097805.jpg,218.56027304207,51.085771623815,26.778723997091,26.778723997091,1024,1024,-44.3680436456,12.015877128721,15724.005372539,15724.005372539,0,1,1,ng,Fizzy Cakes & More,true,NGN,09078334447,0,0,0,daily,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,008,
64c93aa25c8dd4f51ba6aaf4,714,2023-08-01T17:02:22.754Z,graciegiftstore@gmail.com,,Nigeria,"Mokola, Ibadan",0000,"Shop B2, Segilola Complex, Mokola Roundabout, Ibadan",false,true,logo_1663846155.jpeg,217.96284930074,51.146047862077,69.457113458554,69.457113458554,480,480,-3.8897047530821,1.7549970065474,2841.6959785951,2841.6959785951,0,1,1,ng,Gracie Gift Store,true,NGN,08124347473,0,0,0,daily,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,005,
64c93aa25c8dd4f51ba6aaf1,711,2023-08-01T17:02:22.754Z,arafatajala@gmail.com,,Nigeria,"Ogba, Lagos",0000,"44 Adedoyin Street, Aguda, Ogba, Lagos",false,true,logo_1663697354.jpeg,218.11742766019,50.542647485488,84.043107284851,84.043107284851,501,501,-4.2767487943601,5.1108725468071,2451.2563451725,2451.2563451725,0,1,1,ng,FGS,true,NGN,09078334447,0,0,0,daily,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,003,
64c93aa25c8dd4f51ba6aaf0,708,2023-08-01T17:02:22.754Z,feedback@vivacinemas.com,,Nigeria,"Ikeja, Lagos",0000,"Jara Mall, Ikeja",false,true,logo_1663594117.png,236.29932013028,71.066324335648,48.001817868655,26.881018006447,250,140,-14.600072740718,-18.594735023459,1973.9252429828,1973.9252429828,0,1,1,ng,Viva Cinemas,true,NGN,018880238,200,0,0,weekly,3,50,45,5,0,active,2023-08-01T17:02:22.754Z,0000,vivacinemas.com
64c93aa25c8dd4f51ba6aaee,705,2023-08-01T17:02:22.754Z,kpanek+test9@netizens.pl,,Nigeria,Ojota,42-500,Ikorodu Road 385,false,true,logo_1663068116.jpeg,166,0,514,514,1024,1024,102.4,102.4,819.2,819.2,0,1,1,ng,TEST Company,true,NGN,123456789,0,0,0,monthly,1,100,0,0,0,inactive,2023-08-01T17:02:22.754Z,134564564654,
64c93aa25c8dd4f51ba6aaec,702,2023-08-01T17:02:22.754Z,silveraugusta@gmail.com,,Nigeria,"Lekki, Lagos",0000,"Skin Salva, 4a Oladimeji Alo Street, Lekki Phase 1",false,true,logo_1663015119.jpeg,215.73148221224,52.456646880257,89.611375624464,63.142830416868,1080,761,20.109045288314,-12.73475184066,4955.7993826708,4955.7993826708,0,1,1,ng,Silver's Cutz- The Lady Barber,true,NGN,+234 903 691 4152,0,0,0,weekly,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,002,
64c93aa25c8dd4f51ba6aaea,699,2023-08-01T17:02:22.754Z,info@fazsion.com,,Nigeria,"Ikeja, Lagos",0000,"77 Opebi Road, Ikeja, Lagos, Nigeria",false,true,logo_1662979204.png,219.23865958391,52.306880748358,29.4565963968,29.4565963968,1024,1024,-63.917344304251,-31.525905906061,14294.550338672,14294.550338672,0,1,1,ng,Fazsion,true,NGN,0809653551,0,0,0,weekly,1,50,40,10,0,active,2023-08-01T17:02:22.754Z,001,fazsion.com
